분류,자치구,공연/행사명,날짜,장소,기관명,이용대상,이용요금,문의,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(Y좌표),위도(X좌표),유무료,문화포털상세URL,행사시간
교육/체험,중구,[서울시립미술관 서소문본관] 한국 근대 거장전 《유영국: 산은 내 안에 있다》 전시 연계 특별 학술대회 [추상의 경계 - 유영국 다시 읽기],2026-05-30~2026-05-30,서울시립미술관 서소문본관 B1 세마홀,서울시립미술관,"성인, 일반인",,02-2124-8909,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1536560,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e70fec15e73c4a18a4044cd0ad8a2484&thumb=Y,2026-05-07,기관,00:00.0,00:00.0,기타,126.9736993,37.56410607,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157764&menuNo=200011,13:00 ~ 17:40
클래식,서초구,[서초문화재단] 2026 서리풀 작곡가 탐구 시리즈 [더블베이스의 시작과 여정],2026-05-30~2026-05-30,반포심산아트홀,서초문화재단,초등학생 이상 관람가능,R석 2만원 S석 1만5천원,02-3477-2805,"더블베이스 성민제, 피아노 최현호",,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=960,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83a45cf753e74245ad0d9f121f016a75&thumb=Y,2026-05-04,기관,00:00.0,00:00.0,기타,126.9912425,37.49883446,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157721&menuNo=200008,토 15:00
교육/체험,성동구,[성동문화재단] 성동구립도서관 [우리동네 북(BOOK)돋움] 강연 프로그램,2026-05-30~2026-05-30,성동구립도서관,성동문화재단,영유아?초등 자녀 부모,,02-2204-6437,,양육자인 부모를 위한 멘탈 강화 프로그램 <엄마를 위한 멘탈수업>,,https://www.sdlib.or.kr/SD/edusat/view.do?edu_idx=2345,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=87926bd11c9c4342bf9300845ef09bd6&thumb=Y,2026-05-06,기관,00:00.0,00:00.0,기타,127.0349607,37.55917988,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157724&menuNo=200011,10:30
국악,강남구,제7회 이수진 가야금 독주회 [絃의 여행 IV],2026-05-30~2026-05-30,한국문화의집 kous,기타,전체관람가,전석초대,0507-1351-4237,,,,https://booking.naver.com/booking/12/bizes/1633450,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=295d571e18e34860bf1e16ed5e7f9c05&thumb=Y,2026-05-04,시민,00:00.0,00:00.0,기타,127.0604655,37.50682781,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157722&menuNo=200008,16:00
교육/체험,금천구,"[금천문화재단] 2026 공연장상주단체 영유아 예술체험 프로그램 [동그라미, 세모, 네모]",2026-05-29~2026-05-30,금천뮤지컬센터,금천문화재단,8개월~16개월 영아 및 임산부,"5,000원",070-4172-4084,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3683&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate&serhPerforDisplay&serhTitle,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=75d9a3c97aca464697ea31d1d8795d0b&thumb=Y,2026-04-11,기관,00:00.0,00:00.0,기타,126.8944749,37.46877706,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157401&menuNo=200011,"11:00, 14:00"
교육/체험,강남구,[강남힐링센터] 힐링 명사와의 특별한 하루 [이향란의 운동습관 특강],2026-05-29~2026-05-29,강남힐링센터(개포) 그룹힐링실,강남구청,성인,무료,02-3423-7970,이향란 약사,4대 생활습관 개선을 위한 힐링 명사와의 특별한 하루,,https://www.gangnam.go.kr/healing/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bab479e76786421b92db03a9525342b1&thumb=Y,2026-04-30,기관,00:00.0,00:00.0,기타,127.0653498,37.48414282,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157697&menuNo=200011,14:00 ~ 15:30
클래식,서초구,[서울시립교향악단] 2026 서울시향 마르쿠스 슈텐츠와 바딤 글루즈만 ②,2026-05-29~2026-05-29,예술의전당 콘서트홀,서울시립교향악단,초등학생 이상 관람가,"R 100,000원 S 80,000원 A 50,000원 B 30,000원 C 10,000원",1588-1210 (서울시립교향악단),"(지휘) 마르쿠스 슈텐츠, (바이올린) 바딤 글루즈만",,,https://www.seoulphil.or.kr/perf/view?perfNo=7125,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8050cd604f84788973ac660a48199fc&thumb=Y,2026-04-15,기관,00:00.0,00:00.0,기타,127.0142152,37.4802402,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157446&menuNo=200008,19:30 ~ 21:10
콘서트,강북구,[강북문화재단] The Grand Show! 김연자x나태주x조엘라,2026-05-29~2026-05-29,강북문화예술회관 강북소나무홀,강북문화재단,누구나,1층 8만원 / 2층 5만원,02-994-8503,"김연자, 나태주, 조엘라",김연자 콘서트,,https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=421,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9b5727f91e7c402b931a9547a50fe2b9&thumb=Y,2026-04-27,기관,00:00.0,00:00.0,기타,127.0138781,37.64098979,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157642&menuNo=200008,금요일 19:30
국악,종로구,[세종문화회관] 26세종시즌 [Re-프로젝트 형식의 재발견],2026-05-29~2026-05-29,세종문화회관 세종M씨어터,세종문화회관,7세 이상 관람 가능 (2019년 이전 출생자),"R석 40,000원 S석 30,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36780&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c50b3f53a31d4766b53a9489aaa4d959&thumb=Y,2026-04-29,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157681&menuNo=200008,19:30
교육/체험,종로구,[서울시지원/ 전액무료] AI 융합 주얼리 트렌드 MD 및 비주얼 스타일링 실무,2026-05-28~2026-09-02,종로여성인력개발센터,기타,관련 분야 취업을 희망하는 구직 여성,,070-4048-7385,,,,https://buly.kr/AarVym3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=977e4d67fc594426ba04b34e189df4a3&thumb=Y,2026-04-09,시민,00:00.0,00:00.0,여성 문화행사,127.0004181,37.5820588,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157367&menuNo=200011,월-금 14:00~18:00
클래식,송파구,[서울시립교향악단] 2026 서울시향 마르쿠스 슈텐츠와 바딤 글루즈만 ①,2026-05-28~2026-05-28,롯데콘서트홀,서울시립교향악단,초등학생 이상 관람가,"R 100,000원 S 80,000원 A 50,000원 B 30,000원 C 10,000원",1588-1210 (서울시립교향악단),"(지휘) 마르쿠스 슈텐츠, (바이올린) 바딤 글루즈만",,,https://www.seoulphil.or.kr/perf/view?perfNo=7123,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1fbd5595c1084528ae9e9e5b47b0fbe0&thumb=Y,2026-04-15,기관,00:00.0,00:00.0,기타,127.1044469,37.51375196,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157445&menuNo=200008,19:30 ~ 21:10
교육/체험,용산구,"[서울문화예술교육센터 용산] 힐링북콘서트 [마음퇴근, 쉼을 읽는 저녁 5월]",2026-05-28~2026-05-28,서울문화예술교육센터 용산 1층 아트라운지,서울문화재단,성인 총 100명,,02-3785-3199,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=36658,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=35212126efcb4de69b4d612f4e3b09a6&thumb=Y,2026-04-24,기관,00:00.0,00:00.0,기타,126.9665662,37.52690561,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157619&menuNo=200011,19:30 ~ 21:00 
클래식,서초구,[서초문화재단] 모차르트 피아노 협주곡 전곡 시리즈 VI,2026-05-28~2026-05-28,반포심산아트홀,서초문화재단,초등학생 이상 관람가능,R석 2만원 S석 1만5천원,02-3477-2805,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=948,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bed9180a81ed4a928bd55868468a90bd&thumb=Y,2026-05-04,기관,00:00.0,00:00.0,기타,126.9912425,37.49883446,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157719&menuNo=200008,목 19:30
클래식,강남구,GS아트센터 x 국립심포니오케스트라 라이브 애니메이션 시네스테틱스 [피터와 늑대 & 어미 거위],2026-05-28~2026-05-28,GS아트센터,기타,누구나,"R 6만원,  S 5만원,  A 3만원",02-2005-0101,,,,https://www.gsartscenter.com/program/detail/551,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a1ea41e496ec4b64b34f59306ee372fc&thumb=Y,2026-01-20,시민,00:00.0,00:00.0,기타,127.0373364,37.50199493,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156579&menuNo=200008,19:30
교육/체험,종로구,[세종문화회관] 세종예술아카데미 [어반드로잉(기초)],2026-05-27~2026-06-24,세종문화회관 스퀘어홀,세종문화회관,누구나,"160,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103260360000009&menuNo=200560,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d4ad6807594c4c77ad166ff6e3785b9c&thumb=Y,2026-03-19,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157099&menuNo=200011,14:00 ~ 16:00
교육/체험,종로구,[세종문화회관] 세종예술아카데미 [어반드로잉(입문)],2026-05-27~2026-06-24,세종문화회관 스퀘어홀,세종문화회관,누구나,"160,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103260360000008&menuNo=200560,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=74cb8e773c934451855bc9dd31e33e56&thumb=Y,2026-03-19,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157100&menuNo=200011,11:00 ~ 13:00
연극,종로구,연극 [화이트 래빗 레드 래빗 (WHITE RABBIT RED RABBIT)],2026-05-27~2026-06-07,세종S씨어터,세종문화회관,14세 이상 관람 가능 (2012년 이전 출생자),"전석 60,000원",070-4145-0707,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=37164&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5060bdbe7e9441018cd24ddea070b215&thumb=Y,2026-04-29,시민,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157682&menuNo=200008,홈페이지 참고
클래식,은평구,[은평문화재단] 숲속라이브(앙상블 아티스) [비올리스트 공세정의 Love Songs in Spring],2026-05-27~2026-05-27,은평문화예술회관 숲속극장,은평문화재단,누구나,무료,070-4174-1583,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=5017,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53e425e217c2405d82acce676c04389e&thumb=Y,2026-04-15,기관,00:00.0,00:00.0,기타,126.9279017,37.60369969,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157443&menuNo=200008,수요일 19:30 ~ 20:30
교육/체험,서초구,"[서초문화원] 서초인문학 아카데미 [환상의 섬 제주 이어도, 세계를 잇는 한국 문화] 강병철, 양금희 시인",2026-05-27~2026-05-27,서초문화예술회관,서초문화원,누구나,,02-2155-8607,,,,http://socc.or.kr/bbs/board.php?bo_table=sub04_0204&wr_id=40,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4567fafcb6c544fdbe34b25da3c5bd1d&thumb=Y,2026-04-27,기관,00:00.0,00:00.0,기타,127.0359572,37.48182784,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157640&menuNo=200011,14:00 ~ 16:00
콘서트,동작구,2026 까망돌어울마당 아트홀 상반기 정기 기획공연 [까망돌 칸타빌레] 5회차 주현정의 [그림책을 입은 바로크 음악],2026-05-27~2026-05-27,까망돌어울마당 아트홀,동작문화재단,누구나,0,070-7204-3240,,,,https://www.idfac.or.kr/bbs/board.php?bo_table=gallery_info&wr_id=263,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f81856078a2440c29b665b1bb8439168&thumb=Y,2026-05-06,기관,00:00.0,00:00.0,기타,126.960611,37.50512021,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157742&menuNo=200008,19:00 ~ 20:00
뮤지컬/오페라,성동구,"[성동문화재단] 다락(樂)옥수 '문화, 곁으로 오다' 4월 [SAC on Screen]",2026-05-27~2026-05-27,다락옥수,성동문화재단,누구나,,02-2204-7542,,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=1519,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=389f18a6a93e46ab96514405f10923cf&thumb=Y,2026-04-17,기관,00:00.0,00:00.0,기타,127.0168934,37.54293263,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157499&menuNo=200008,19:00
클래식,서초구,[라율 영재&영아티스트] 허에린 첼로 독주회,2026-05-27~2026-05-27,라율아트홀,기타,누구나,"전석 15,000원",02-522-7278,,,,https://m.booking.naver.com/booking/10/bizes/483638/items/7555302?area=pll&lang=ko&startDate=2026-05-27&theme=place,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=05f3965c139e47688dd4ba0a0d6b2419&thumb=Y,2026-04-17,시민,00:00.0,00:00.0,기타,127.0126149,37.48244524,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157520&menuNo=200008,19:30
클래식,마포구,[마포문화재단] M 마티네 [2026 MAC 모닝 콘서트 ＃3],2026-05-27~2026-05-27,마포아트센터 아트홀맥,마포문화재단,8세이상,"전석 20,000원","02-3274-8600 [문의1번] 평일 9:00-18:00 (토,일 공휴일 휴무)",,"품격 있는 하루를 여는 클래식, MAC 모닝 콘서트",,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2601&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c19cc24346194bdb871d56d86db6b168&thumb=Y,2026-04-15,기관,00:00.0,00:00.0,기타,126.9455338,37.54990609,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157453&menuNo=200008,(수) 11:00
콘서트,중구,[서울갤러리] 런치 스테이지 [싱어송라이터 장여름],2026-05-27~2026-05-27,서울갤러리 지하 1층 공연장,서울시청,누구나,,02-6324-1400,,,,https://www.seoul.go.kr/seoulgallery/www/program/view.do?key=2509020016&prgmSn=67,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=69f45a1bc27e490dba8d507a0ee7d100&thumb=Y,2026-05-06,기관,00:00.0,00:00.0,기타,126.9779184,37.56637078,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157749&menuNo=200008,12:30 ~ 13:00
교육/체험,용산구,[서울문화예술교육센터 용산] 서울미술산책 [서울에 도착한 파리 현대미술의 성지],2026-05-26~2026-05-26,서울문화예술교육센터 용산 6층 다목적홀,서울문화재단,성인 총 100명,,02-3785-3199,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=36661,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=03ddc5e4ea2b4aecb82f6323ddae0e4e&thumb=Y,2026-04-27,기관,00:00.0,00:00.0,기타,126.9665662,37.52690561,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157646&menuNo=200011,19:30~21:00
클래식,종로구,앙상블 Knoll 제 4회 정기연주회,2026-05-25~2026-05-25,세종체임버홀,세종문화회관,7세 이상 관람 가능 (2019년 이전 출생자),"전석 30,000원",02-441-5876,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=37189&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2fc33f93d089417895577fa75cf9857c&thumb=Y,2026-04-29,시민,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157683&menuNo=200008,19:30
콘서트,중구,[남산골한옥마을] 2026 남산골 상반기 한옥콘서트 [시공이음],2026-05-23~2026-06-05,BOOK 남산골한옥마을 이승업 가옥 / MUSIC 남산골한옥마을 민씨 가옥,남산골한옥마을,초등학생 이상,"BOOK 15,000원 / MUSIC 30,000원",02-6358-5541,,,,https://www.hanokmaeul.co.kr/performance/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=171059005&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=981e29d3f7a64ae9bd19b8d32e5284c5&thumb=Y,2026-05-06,기관,00:00.0,00:00.0,기타,126.9944401,37.55930493,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157756&menuNo=200008,"BOOK 13:00, 15:00(1일 2회, 60분) / MUSIC 19:30(60분)"
교육/체험,강북구,"[서울문화예술교육센터 강북] 워크숍 'play, play' [명탐정의 비밀택배 : 사라진 이야기를 찾아라!] 1기",2026-05-23~2026-05-30,3층 움직임창작실 2,서울문화재단,만 4~5세 어린이와 부모 총 10팀 (1팀 = 자녀 1명 + 부모 1명),,02-2105-2321,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=36833,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ed8629fd78cd48c38382b35efdddee27&thumb=Y,2026-04-27,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0177222,37.61955517,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157649&menuNo=200011,10:00 ~ 12:00
교육/체험,강북구,"[서울문화예술교육센터 강북] 워크숍 'play, play' [명탐정의 비밀택배 : 사라진 이야기를 찾아라!] 2기",2026-05-23~2026-05-30,서울문화예술교육센터 강북 3층 움직임창작실 2,서울문화재단,만 4~5세 어린이와 부모 총 10팀 (1팀 = 자녀 1명 + 부모 1명),,02-2105-2321,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=36838,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa4d68071e664e8d9e836bc0a83b6127&thumb=Y,2026-04-24,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0177222,37.61955517,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157613&menuNo=200011,10:00 ~ 12:00
콘서트,종로구,[아듀:Adieu] 쎄시봉 The Last 콘서트,2026-05-23~2026-05-24,세종대극장,세종문화회관,8세 이상 관람 가능 (2018년 이전 출생자),"VIP석 165,000원 R석 154,000원 S석 132,000원 A석 110,000원",1544-7543,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=37088&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=002ae50e76284c129b9d5052fe1ba90b&thumb=Y,2026-04-24,시민,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157605&menuNo=200008,5.23(토) 1회차 14:00 2회차 18:00 / 5.24(일) 1회차 14:00 2회차 18:00
